1,80,94,46,19,31,69,89,49,45,26,74,11,6,466,195,207,967,629,203,524,400,217,607,260,699,508,412,948,958,112,369,802,637,897,220,302,259,479,465
0,88,29,78,31,80,45,4,59,55,14,98,21,4,308,762,482,197,547,895,999,285,605,800,360,473,576,454,759,447,927,981,863,116,664,921,112,570,420,902
1,93,47,45,46,24,78,83,77,10,98,17,60,98,879,880,201,890,642,753,225,592,830,491,919,189,126,398,224,375,11,791,335,480,310,669,847,854,267,92
1,18,31,9,100,59,58,55,70,78,87,23,20,60,154,987,940,994,389,252,54,879,764,44,650,208,764,106,360,18,904,602,630,844,928,343,734,615,474,48
1,64,98,71,38,48,50,41,19,1,35,68,62,1,847,209,225,739,368,83,881,617,629,443,59,882,279,984,143,508,661,500,490,951,430,299,902,241,5,458
1,86,65,56,72,12,16,82,31,40,74,24,46,93,153,333,834,703,541,456,84,785,474,994,66,239,151,403,212,865,212,357,110,650,446,81,761,922,150,260
0,59,71,59,43,3,35,39,68,95,27,68,48,27,214,114,12,263,945,1,738,757,474,923,6,585,466,984,220,443,363,745,838,853,11,354,641,712,432,367
1,67,4,78,44,32,49,47,16,25,5,72,81,1,398,203,426,38,541,206,296,780,22,953,680,850,398,364,634,385,565,578,730,415,870,898,417,823,921,997
0,57,26,67,0,96,40,10,39,92,16,98,20,66,950,690,823,702,869,787,175,899,458,539,816,686,896,488,825,827,47,296,527,957,273,154,302,361,865,246
0,20,9,65,0,45,48,77,69,89,47,30,39,100,614,853,640,508,972,276,624,814,763,613,607,716,840,904,173,82,340,795,598,218,814,401,598,317,835,88
1,18,64,76,49,13,40,24,79,18,73,95,86,28,752,624,516,797,432,444,151,353,748,538,351,185,988,511,98,826,21,581,707,601,901,991,853,734,494,66
1,14,10,83,58,78,16,22,27,68,82,93,32,87,98,97,715,521,35,947,919,946,267,119,404,924,194,149,512,194,394,303,157,193,221,728,975,451,633,906
0,88,19,99,97,95,82,60,90,53,42,46,0,66,836,715,601,810,628,693,944,953,25,217,566,758,265,943,575,691,206,864,246,515,796,864,396,365,688,733
1,24,79,93,89,21,11,22,90,96,58,69,39,12,873,380,405,258,455,255,499,63,290,759,291,572,100,635,414,640,934,508,51,945,158,701,730,339,25,557
1,78,28,33,2,54,75,74,18,4,7,43,73,74,528,652,581,346,486,975,137,101,603,250,437,812,951,483,564,881,509,611,5,740,305,981,870,259,395,248
0,25,1,24,71,91,60,99,36,71,91,83,24,61,454,280,895,48,449,575,940,784,24,948,916,393,580,476,920,136,342,332,17,177,68,332,62,133,471,290
1,10,91,45,93,11,75,90,88,26,23,57,95,12,100,427,797,330,29,984,205,978,839,37,235,579,504,874,989,577,815,981,645,817,203,638,184,965,380,706
0,28,58,19,26,71,18,19,62,64,72,94,15,43,203,183,627,150,311,86,135,598,374,121,530,199,534,840,962,866,916,294,732,798,273,620,657,377,640,341
0,42,1,91,25,90,7,1,47,47,77,36,5,44,290,616,342,959,494,577,721,326,487,65,8,538,524,160,340,812,308,584,65,145,851,602,179,883,36,247
0,4,40,92,0,90,60,97,59,62,26,83,59,65,808,467,73,967,911,16,694,886,149,479,5,908,826,776,99,939,768,238,859,673,703,505,395,356,410,775
0,59,59,12,48,26,55,25,83,29,70,16,4,1,368,747,802,258,251,611,14,449,388,544,319,3,56,608,990,522,142,981,277,121,370,690,564,846,419,922
0,85,73,48,50,67,66,29,80,6,42,10,62,12,93,417,324,983,33,63,819,605,820,62,319,110,911,757,601,742,973,530,313,557,278,443,855,543,544,868
1,86,27,21,18,70,4,66,87,81,94,80,62,27,395,327,180,754,490,967,544,512,948,605,260,997,250,282,721,525,459,420,140,676,78,338,632,659,747,127
0,40,92,92,85,93,85,26,2,43,18,95,28,49,174,555,626,596,781,932,461,889,528,142,74,775,672,145,702,423,810,531,653,717,114,767,459,532,980,960
1,93,91,12,23,78,53,43,52,72,56,3,25,80,342,719,239,133,204,3,485,544,533,191,327,245,57,513,270,277,105,833,679,488,119,410,575,575,761,2
1,81,20,92,91,69,32,33,50,49,61,89,4,16,125,491,540,64,587,149,69,298,337,654,503,885,580,827,50,553,302,486,878,357,433,85,423,75,552,559
0,96,65,47,6,31,59,90,0,17,80,2,21,33,39,662,822,914,477,585,674,131,195,613,729,786,652,788,517,734,417,195,524,285,11,434,58,508,493,386
1,92,27,86,87,89,20,22,84,18,34,2,32,9,97,956,229,179,35,513,117,285,834,567,213,738,178,78,926,975,585,74,566,402,118,469,728,289,880,369
1,72,69,46,70,6,79,52,43,31,75,4,79,55,158,604,98,714,444,42,833,347,270,764,785,521,536,606,799,831,785,427,545,610,115,884,910,388,536,548
0,88,95,51,25,78,8,57,27,36,68,82,4,87,709,605,219,699,838,333,758,752,742,470,670,468,342,767,579,286,865,967,778,676,786,918,688,623,626,609
1,98,30,97,15,84,14,86,32,34,40,33,1,2,350,410,497,250,287,526,185,192,662,38,233,62,260,971,48,975,152,429,843,574,13,336,539,750,475,535
1,4,46,56,13,47,16,35,35,7,19,44,17,34,52,336,20,218,591,357,895,34,229,665,298,168,130,788,84,26,441,806,353,78,770,310,605,478,871,31
0,79,24,18,59,51,8,64,50,9,59,13,25,87,321,463,410,738,963,632,559,264,399,49,847,835,133,707,836,285,636,653,939,443,309,398,127,113,867,911
0,6,10,35,28,20,93,55,58,88,70,24,63,7,180,62,61,309,290,144,179,579,98,544,303,881,498,78,662,157,577,927,271,988,716,697,767,876,387,758
0,54,33,61,79,22,81,1,34,99,26,12,46,17,951,521,227,429,412,576,474,980,652,356,935,176,724,359,7,679,440,988,31,162,163,793,263,717,952,868
1,20,0,55,44,95,88,60,46,93,41,86,48,49,939,137,122,517,151,152,771,25,647,235,590,573,778,910,464,635,904,674,76,304,4,478,958,362,977,209
0,51,14,59,19,20,41,64,56,95,86,61,3,62,909,347,566,613,952,935,75,585,825,809,910,159,807,502,51,585,943,117,982,993,779,834,386,46,357,764
1,34,23,80,37,65,23,12,87,76,91,86,47,29,369,531,793,344,925,148,268,278,321,270,942,301,602,740,473,863,843,247,229,407,157,487,144,652,506,286
0,20,86,3,26,37,22,62,6,10,0,95,10,50,981,151,432,882,593,87,311,483,702,545,293,935,768,624,22,49,824,520,110,917,250,795,843,483,123,22
1,18,6,85,40,90,31,92,14,21,20,5,81,95,985,819,206,577,2,585,146,96,441,556,815,75,139,546,366,826,135,27,497,8,725,865,998,857,56,239
0,97,40,94,83,14,72,72,29,94,100,33,35,27,792,103,940,952,388,615,443,801,730,770,636,200,396,344,229,113,111,714,136,106,938,710,304,234,539,403
1,6,51,32,91,5,25,75,73,14,28,11,69,44,316,263,156,162,784,164,445,716,243,538,737,9,898,358,43,399,756,882,529,660,69,993,101,15,232,635
0,95,72,50,26,95,31,2,42,58,34,62,99,28,625,512,444,132,335,830,564,545,26,58,878,189,294,90,207,62,877,671,940,293,553,48,637,559,469,916
0,94,8,29,43,65,38,22,9,71,56,10,58,77,204,492,992,666,821,28,769,20,352,994,942,906,793,195,289,426,815,404,293,161,968,545,433,361,453,112
1,50,38,18,52,81,52,97,68,45,28,92,68,58,81,708,591,579,889,385,213,393,472,949,246,858,303,542,386,727,932,422,823,648,837,644,385,580,979,889
1,61,90,7,69,7,87,5,38,44,9,71,11,32,820,353,995,550,522,684,18,814,131,551,211,537,987,881,678,539,245,76,933,205,597,12,949,450,62,909
0,17,66,33,57,9,66,8,9,63,10,48,73,82,553,897,412,175,722,381,253,499,26,612,901,978,384,6,739,635,498,445,835,103,244,838,676,67,245,939
1,71,34,81,42,46,63,38,18,13,38,78,9,90,779,196,930,527,602,220,385,400,609,783,670,195,548,94,818,656,963,948,386,544,745,561,959,3,892,824
0,45,79,97,28,85,61,71,35,92,55,91,71,55,773,494,303,787,961,418,843,105,778,763,774,319,83,408,554,823,50,8,218,996,983,293,248,140,137,327
1,56,8,16,49,42,96,57,71,63,68,60,15,63,646,252,517,931,77,118,784,362,931,475,889,72,497,558,502,604,789,440,372,280,906,68,449,98,962,914
0,60,10,31,72,46,21,33,82,15,41,30,94,60,344,238,836,264,560,62,858,568,419,449,474,4,375,172,728,541,310,933,281,210,492,215,880,192,32,785
0,28,10,82,90,56,11,57,20,67,77,97,71,83,576,247,210,456,378,955,839,485,194,951,945,739,373,820,414,728,656,597,667,421,994,6,737,919,955,812
0,4,78,44,16,18,69,10,16,99,17,51,23,88,256,440,70,594,873,632,453,753,313,847,925,344,706,340,696,950,131,542,805,52,199,932,957,933,991,412
0,38,35,17,55,27,4,48,1,78,38,7,46,23,873,46,190,411,209,950,704,909,802,632,715,987,796,20,477,205,916,909,648,698,989,264,775,356,101,136
0,24,41,51,50,33,0,79,27,87,41,70,8,4,80,464,628,149,704,757,124,228,949,167,953,240,881,851,852,602,437,960,262,484,758,279,628,314,893,767
0,99,58,35,33,30,94,80,19,40,12,12,87,58,235,786,174,356,632,224,307,35,330,699,285,655,688,422,802,167,766,131,711,546,713,104,288,220,137,721
0,77,25,2,33,13,60,50,46,7,38,7,98,12,335,659,156,746,597,330,562,694,243,495,218,75,528,54,501,474,831,331,485,288,32,297,397,321,598,148
1,72,20,48,33,13,44,40,93,40,47,2,28,63,302,912,311,338,456,381,997,995,778,769,654,643,216,122,830,842,285,709,899,396,111,1,650,884,559,548
0,0,79,23,98,98,97,54,72,24,54,74,6,2,357,258,789,890,524,890,135,55,921,718,241,581,916,8,537,8,770,471,852,937,741,972,542,699,165,901
0,10,49,90,47,50,48,46,21,24,60,96,55,87,738,48,320,423,308,92,318,546,860,384,697,418,410,814,692,7,258,220,635,568,756,160,987,750,674,871
1,18,18,44,75,82,14,52,23,65,8,14,11,18,591,676,479,347,103,948,263,463,462,77,676,24,720,653,640,281,855,560,739,922,228,612,489,773,114,965
0,43,13,70,44,78,89,5,11,76,84,31,37,45,777,994,582,328,270,137,996,40,336,276,695,875,656,676,34,372,775,294,730,369,329,325,999,6,37,871
1,71,41,74,88,86,47,6,33,0,31,88,10,93,128,312,132,483,505,18,216,668,378,484,195,838,877,391,486,565,464,164,794,538,791,534,651,304,506,341
1,63,60,46,23,7,97,26,39,75,100,96,6,79,119,642,30,403,646,768,716,627,832,769,715,695,851,361,610,701,418,411,797,862,849,296,933,859,913,873
0,2,73,92,79,40,100,7,39,94,83,19,80,4,868,292,468,951,226,878,984,226,583,382,265,257,658,919,459,295,57,541,451,220,14,669,76,384,918,895
0,96,67,85,60,53,51,11,47,74,18,5,84,80,243,635,29,427,692,887,763,323,335,731,751,253,75,992,869,759,632,458,959,960,489,440,365,84,192,156
0,12,51,0,71,33,6,50,14,77,2,31,72,6,242,456,1,823,468,564,17,212,250,68,353,907,386,41,448,340,195,289,325,318,133,353,308,811,465,8
1,59,64,0,15,58,17,14,56,41,44,17,98,93,896,880,924,880,820,937,0,753,55,214,890,888,307,258,901,307,138,160,117,542,88,1,333,440,983,579
0,100,11,58,85,42,39,61,58,10,85,13,18,73,10,683,600,667,195,688,932,872,637,610,127,788,483,769,273,59,798,666,939,128,282,74,667,117,106,484
1,0,24,74,84,87,21,31,16,79,64,35,48,80,324,626,224,275,909,837,798,941,367,281,499,301,463,89,783,414,37,236,733,92,494,574,370,328,961,477
0,28,55,30,56,70,41,18,54,13,61,92,44,13,742,983,325,729,562,50,734,667,782,174,159,774,169,795,941,747,592,272,508,586,634,189,195,926,923,566
1,54,36,95,21,35,12,14,25,4,81,60,59,4,727,836,170,14,114,608,222,591,478,796,829,967,632,593,635,738,193,653,302,120,7,546,892,921,213,594
0,39,68,90,79,28,54,49,56,16,94,88,49,36,347,573,16,743,661,780,517,846,493,582,734,511,580,461,468,362,166,9,855,679,729,978,934,211,408,453
1,63,19,27,6,4,14,88,46,42,68,38,11,4,337,228,228,581,622,419,114,973,691,104,758,698,347,857,775,563,708,336,577,969,973,762,906,795,187,58
0,45,77,60,66,70,51,98,39,12,8,0,99,16,947,787,731,45,693,301,150,858,747,105,564,525,596,808,734,698,71,400,954,152,7,62,555,741,241,678
1,99,16,16,54,13,68,7,43,70,45,36,84,38,924,898,925,697,185,668,957,32,40,557,548,896,132,315,602,678,445,515,658,530,634,652,49,594,184,10
0,69,9,31,19,94,9,32,20,66,1,77,25,1,568,359,956,309,303,578,131,753,979,415,776,629,11,216,713,999,617,899,896,846,484,810,401,541,511,184
1,81,26,26,36,62,37,69,75,32,3,80,95,94,575,270,150,268,685,787,414,390,141,757,446,911,32,321,828,687,157,998,233,373,115,228,562,313,290,957
1,56,34,66,49,54,68,77,57,20,35,3,98,44,397,758,774,889,180,12,631,887,728,868,283,20,535,997,360,68,81,267,147,259,501,882,25,565,139,872
1,88,19,56,60,93,60,60,64,71,23,47,58,56,94,147,836,540,316,222,552,510,892,961,118,569,82,920,101,647,159,447,323,109,576,816,900,938,108,786
1,86,16,3,63,97,26,59,70,54,26,82,97,81,691,501,835,891,122,217,388,561,223,354,562,384,460,997,357,758,423,383,679,968,790,915,592,903,410,279
0,25,40,73,23,92,26,63,9,6,6,4,66,49,464,122,315,324,973,520,374,102,525,157,560,395,451,875,832,616,985,277,285,979,833,933,439,235,218,715
1,88,81,20,92,31,67,33,60,60,9,26,8,87,186,764,245,379,486,407,624,675,285,622,655,91,994,204,807,103,195,865,219,372,230,19,820,463,162,98
1,12,7,73,33,55,30,80,9,56,80,86,48,31,815,173,812,657,29,461,913,978,746,629,379,182,460,778,323,164,961,20,365,303,970,55,174,551,9,824
0,94,17,28,5,20,60,50,29,21,61,46,27,70,408,246,619,219,313,182,929,534,617,352,371,735,205,273,516,493,788,214,374,667,700,220,656,77,515,254
0,16,48,70,95,98,59,72,28,36,30,45,95,8,569,560,793,613,625,542,877,799,194,860,158,481,644,62,439,622,344,521,355,871,185,967,56,950,657,390
0,27,96,57,83,94,83,20,80,92,81,37,78,62,159,692,622,233,757,365,317,791,258,46,510,366,984,198,614,14,338,84,129,243,431,428,99,824,809,778
0,41,49,19,90,75,90,98,17,28,8,40,90,45,290,424,136,242,254,846,906,640,188,39,518,619,970,291,372,597,943,133,216,145,465,862,147,501,994,453
0,61,0,65,87,98,42,70,22,70,20,15,51,94,317,561,168,314,974,437,769,372,768,600,747,344,476,582,391,938,478,888,530,773,279,151,264,51,531,536
1,12,6,40,70,86,49,37,40,61,42,51,66,63,458,655,633,336,940,798,437,14,429,90,166,941,336,570,221,430,107,546,991,150,771,597,249,979,410,250
0,24,61,25,75,15,80,94,8,14,90,76,30,4,161,732,935,751,7,888,472,478,269,46,95,200,100,187,457,534,426,212,573,273,827,771,237,304,803,409
1,88,5,71,23,14,60,93,59,12,3,49,87,96,866,267,94,155,951,34,869,593,937,111,139,291,170,797,447,633,115,180,955,929,70,598,422,372,683,850
0,20,24,42,0,35,91,56,8,41,59,70,23,52,248,545,409,771,744,345,44,544,272,58,53,299,462,452,828,798,224,145,685,473,42,778,431,834,432,648
1,94,27,16,94,54,20,21,63,15,68,68,93,80,81,306,596,643,764,933,562,452,416,727,2,396,77,168,640,719,537,974,328,552,122,762,794,419,2,271
1,0,66,47,11,21,36,60,81,10,54,89,47,52,610,956,698,339,481,767,291,936,323,408,945,776,144,129,561,828,73,74,771,795,254,52,837,329,810,595
1,28,23,19,40,18,30,3,37,63,77,51,86,61,29,300,672,805,887,965,778,295,95,70,408,555,582,512,431,731,367,830,393,887,943,793,744,219,306,552
0,45,36,8,36,47,78,46,85,0,54,64,20,79,825,133,672,59,780,983,684,443,759,473,590,186,791,761,266,30,132,830,854,103,27,526,365,765,667,984
1,27,96,36,25,39,99,25,64,68,7,48,89,8,983,337,620,440,761,350,551,886,650,4,526,42,844,128,423,390,408,77,961,544,948,560,481,158,514,423
0,50,85,6,4,26,59,72,88,97,97,86,100,35,734,589,760,232,944,527,268,174,621,437,733,628,411,538,360,152,521,54,300,229,690,512,850,673,314,96
1,67,84,65,7,74,69,63,78,44,34,52,5,87,59,741,295,249,856,65,201,384,583,925,902,837,143,984,699,515,467,975,469,192,873,385,746,215,882,806
1,73,23,66,12,13,7,20,58,90,73,86,44,24,386,438,298,462,12,899,736,54,48,84,834,333,734,261,899,76,607,722,613,958,250,894,608,332,156,306
1,34,35,14,10,98,32,13,87,72,22,10,91,42,969,566,630,495,545,688,123,736,773,813,830,671,631,975,214,663,996,157,70,87,536,428,636,377,194,262
1,94,57,76,82,77,10,19,39,64,1,24,13,0,249,987,710,754,801,414,587,409,463,319,990,661,741,566,892,54,777,531,969,112,336,91,781,55,896,628
1,40,57,77,96,99,15,88,45,65,74,6,55,80,520,833,128,538,236,994,176,718,924,360,97,923,174,399,698,365,723,59,253,413,84,848,428,29,563,170
1,17,1,5,84,76,0,0,84,74,9,81,40,57,556,307,424,65,19,512,384,333,526,754,816,193,450,204,776,283,985,702,223,703,104,62,557,802,48,373
1,33,41,63,27,46,66,64,14,73,71,89,22,83,706,642,296,75,706,608,809,783,470,654,983,970,506,254,313,365,115,880,48,622,992,738,31,713,634,616
1,35,62,59,32,38,50,13,17,19,99,50,71,53,724,289,344,805,66,121,239,254,268,933,594,291,87,177,215,152,816,343,658,111,957,181,466,367,763,666
0,66,78,74,64,85,50,97,72,96,64,74,24,64,607,112,842,182,281,716,235,318,26,662,298,140,812,828,814,208,880,354,807,426,62,945,128,800,978,245
0,87,5,71,98,74,44,61,19,76,88,29,19,39,566,965,395,289,110,870,28,762,579,35,386,534,548,647,59,344,284,724,932,412,220,147,747,281,488,939
0,50,80,44,28,40,100,92,80,93,18,42,79,64,905,932,807,511,716,459,946,486,700,275,118,794,499,443,613,773,573,590,817,212,522,624,176,102,955,807
1,44,0,100,99,40,15,84,14,2,77,23,47,19,64,583,508,355,873,748,344,818,179,482,177,794,702,627,434,453,165,195,195,823,752,35,522,655,260,140
1,30,3,1,57,56,20,96,3,11,33,4,42,100,336,201,402,746,145,494,316,164,169,429,94,176,37,695,726,425,30,450,169,922,756,300,58,412,947,292
0,73,95,46,52,99,66,93,0,90,89,15,1,81,583,841,642,405,507,521,707,940,653,396,108,880,373,330,344,733,695,73,259,939,139,723,845,1,923,35
0,26,83,15,73,17,88,98,39,71,60,0,30,62,664,249,108,254,151,828,119,619,355,904,246,188,74,886,196,751,350,743,378,64,398,750,412,360,644,785
1,12,57,82,88,80,28,7,99,13,57,81,44,4,490,31,0,220,748,770,512,868,433,533,63,880,879,399,231,234,427,207,48,582,433,869,384,436,328,353
0,95,34,10,53,87,96,34,15,59,33,67,64,100,591,326,778,180,868,711,629,963,125,645,818,279,294,473,960,322,86,991,414,896,270,903,149,800,991,79
0,1,76,71,96,71,4,92,66,60,27,5,79,90,851,30,477,924,900,735,823,321,744,851,221,764,279,811,100,723,165,579,707,485,598,669,238,922,55,479
0,23,11,42,29,70,47,27,62,69,21,25,41,59,737,739,520,460,778,627,772,700,809,281,442,843,225,46,267,871,527,679,47,92,328,615,176,184,949,919
0,100,33,23,52,58,82,32,5,66,91,99,86,22,567,19,445,486,328,723,323,484,469,235,368,433,798,751,388,436,107,719,946,996,271,36,815,854,34,367
1,73,79,12,89,89,85,7,75,10,57,26,34,29,969,87,569,285,807,296,487,98,646,112,259,506,942,802,801,767,948,23,805,169,204,125,207,737,961,993
1,74,21,21,98,41,42,47,16,28,90,7,18,57,922,633,550,639,235,166,506,149,653,516,348,446,228,499,833,323,649,243,928,964,194,739,337,922,658,318
1,83,99,88,7,41,86,80,18,56,9,33,70,9,280,977,883,62,332,721,400,455,828,119,404,807,581,990,303,837,906,815,865,571,332,59,94,412,33,813
1,82,91,76,18,39,74,97,85,2,55,79,67,96,693,753,393,680,434,48,28,509,171,589,89,223,593,717,169,327,412,658,691,463,300,825,743,216,65,287
1,18,85,7,69,26,73,82,71,13,12,21,85,27,186,447,923,296,626,220,833,2,266,621,300,717,197,911,509,541,411,707,485,160,801,269,282,702,979,950
1,21,45,5,34,70,75,93,47,54,73,70,11,55,320,476,309,923,120,481,280,833,42,21,443,227,99,955,773,284,449,454,792,913,925,330,724,14,390,445
1,55,78,80,73,55,38,99,97,34,20,17,31,15,742,446,249,857,527,419,769,29,780,249,748,158,408,163,223,829,99,215,429,101,407,103,169,371,45,391
1,67,69,15,72,42,91,66,2,83,98,100,91,26,490,486,989,901,416,622,70,80,364,254,912,155,488,404,748,900,380,441,13,692,888,970,109,726,28,530
1,95,77,81,53,11,84,10,10,25,79,56,61,48,919,630,405,669,908,981,834,124,112,800,779,456,859,770,268,389,937,59,35,676,370,536,116,317,122,719
0,3,2,1,24,87,52,88,13,82,82,0,6,23,968,177,580,933,204,639,581,293,167,792,980,626,293,949,632,533,536,708,404,782,977,768,59,598,358,6
1,91,29,25,46,4,40,72,49,6,3,81,29,54,318,920,557,87,493,958,516,229,717,387,445,29,784,37,747,208,356,862,783,612,320,954,322,426,589,762
1,37,87,29,36,48,30,52,40,37,32,0,73,59,893,578,16,108,567,390,333,635,962,719,385,570,440,828,327,328,432,856,554,127,986,401,691,87,424,400
1,60,96,98,5,2,26,28,92,79,10,29,87,55,654,93,459,129,573,335,552,766,995,491,489,979,796,691,804,313,607,339,659,725,278,417,744,586,33,565
0,3,61,70,14,23,4,42,74,62,21,80,55,72,588,504,532,265,657,587,449,565,11,383,456,391,667,888,581,198,162,466,675,322,575,988,223,828,330,830
1,66,88,84,49,79,45,13,56,14,89,4,86,87,861,429,205,527,602,139,229,355,896,560,34,457,345,413,562,377,918,196,358,841,17,387,676,774,80,104
1,47,100,78,40,89,59,89,88,16,31,50,4,29,336,325,245,167,804,66,947,512,504,876,907,776,565,191,769,816,378,211,709,106,321,881,844,884,870,638
0,14,68,76,78,99,87,94,97,85,2,44,96,87,724,479,531,873,294,551,321,253,525,196,855,820,879,161,137,536,564,276,504,355,945,34,401,363,605,919
1,35,36,48,19,25,66,73,10,16,13,68,3,14,808,344,831,278,336,228,303,636,869,841,164,384,965,634,345,726,968,818,924,591,963,572,514,166,450,136
1,37,29,78,96,22,67,57,90,65,44,57,80,12,683,554,155,368,98,121,358,825,342,360,479,781,589,113,310,458,754,792,837,570,706,622,224,207,565,165
0,76,25,0,44,95,4,92,78,56,44,13,94,22,983,348,494,67,892,778,379,217,408,854,913,35,793,851,784,570,35,535,593,798,964,395,221,895,146,429
1,63,70,88,32,52,86,98,38,94,73,67,90,14,959,48,444,681,170,319,160,974,31,595,10,239,548,781,748,278,855,221,0,335,316,956,425,219,882,496
